"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09"
"Sharpstown","Houston","TX","Houston-The Woodlands-Sugar Land","Harris",46,62000,60000,62150,61990,63000,61990,62200,60000,60000,59900,60000,60000,59900,59900,59900,60000,59900,58500,59000,59000,59000,59900,59000,59000,59000,62250,64700,59900,59900,59900,59900,59000,63000,59000,59500,59950,59400,58000,57500,55985,55500,56750,55500,56500,59900,57499.5,56900,58500,56950,58200,60450,59900,60000,69350,64000,63000,60000,59900,63450,66223,60000,63995,69950,64950,69900,67950,65000,71274,69200,72000,72000,72000,82499.5,77499.5,79000,73900,80500,79900,75000,67000,71350,77450,79900,79000,79000,79925,79950,80000,79000,79495,80000,84999,87500,87000,85000,83499.5,89500,94900,90000,89500,85000,87497.5,85000,89500,89997.5
"West","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant",47,80190,83000,84900,88990,85900,89900,89200,89200,84000,84950,86200,84925,83600,75000,84490,81700,84950,84950,84900,85450,85000,79900,80000,79597.5,84900,84900,82750,79950,79900,79900,74900,78647,77250,77750,79000,78250,80000,69950,65000,75000,78000,77000,80000,82450,87700,85000,83250,84000,84950,83750,89991,90000,94900,91900,89950,94500,94000,89900,84250,86900,99000,99500,94000,99900,105000,89997.5,1e+05,105000,105000,1e+05,99900,1e+05,105250,104900,105000,105250,1e+05,114500,124400,124900,119950,128750,128750,129750,130250,130000,135000,135000,135000,135900,139900,139900,139000,139900,140000,139900,135000,138500,139250,140000,149950,149900,145000,153920,138950
"San Pedro","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",48,254500,254500,280000,269000,271000,262450,250000,250000,245000,249000,249700,249000,247500,230000,229995,239000,239900,236250,229000,232000,232000,223450,227750,222000,220000,220000,215499.5,215000,225000,215000,225000,227450,227900,239000,239125,234500,228000,230000,235000,231450,259000,279990,268250,269900,268000,282000,283500,282000,285000,274950,299000,299000,299499.5,316000,315000,315000,313999,305000,305000,314444,318888,320000,329000,330000,339000,334450,339750,345000,349000,349450,349000,350000,350000,349950,349000,350000,365000,365000,369900,372000,369000,359900,365000,359000,375000,376500,380000,369000,392500,395000,398000,395000,398750,395000,390000,389000,398000,420000,409000,409000,399000,397000,399000,399700,424649.5
"North Valley","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399975,4e+05,420944,427000,450000,450000,465000,475000,450000,465000,443440,399000,449000,399000,449000,483500,498447,498975,499950,489000,471500,469000,471950,538400,554888,540444,549950,580000,572500,549880,558500,559000,549000,585000,548000,544000,593000,579168,619975,695000,620000,649444,675000,650000,575000,549900,599500,612000,639475,684499.5,679443.5,699000,749000,749000,750000,705000,730000
"Evergreen","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara",50,331999.5,325000,327000,322950,325000,330000,317499.5,324999.5,350000,345000,325000,312000,349000,307450,319900,338825,329250,325928,337000,331000,309000,313700,325000,329000,329000,319499.5,329900,350000,339500,349000,346450,364450,349900,349900,359000,399000,350000,350000,379800,379000,397000,425000,445000,455000,459000,461500,472450,469900,440000,449750,449900,460000,492000,489000,514500,519444,520000,519944,556000,550000,497000,519888,534444,579000,599425,619990,599444,599888,624999,624999,612000,598888,615000,615000,638944,639000,635500,638888,658000,648000,635000,638944,639000,649800,650000,635000,637500,667000,689000,669888,652497.5,654995,689000,699900,699950,649900,715000,740000,739950,729000,781500,799000,819975,839500,843750
"Woodland Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349990,350000,350000,350000,319000,330000,322475,309949.5,299000,292500,325000,327000,338250,349000,394999.5,389999
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",52,280000,280000,275000,286000,279000,269000,269500,279950,279000,280000,279500,275000,275000,265000,250000,248500,245150,246150,245150,245000,249450,239000,249000,249000,240000,243700,237150,237450,249975,249000,240700,225000,225000,225000,239000,244450,250000,250000,289500,289000,292500,292500,290000,299000,310400,299000,289000,289000,325000,325000,341513,329000,337513,354900,349925,364950,359000,350000,344950,349500,354961.5,364900,357500,364500,364500,375000,379500,375000,375000,367000,359000,368500,344450,359000,362449.5,359900,390000,399000,399000,385000,385000,389500,399000,389900,389900,389000,399000,391000,399000,419450,405000,387500,402000,405000,410000,399000,399000,395000,399900,442000,472400,474900,458000,450000,420000
"Pacoima","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",53,199950,189000,184500,199900,2e+05,209949.5,214950,216000,2e+05,199999.5,202900,2e+05,209900,2e+05,2e+05,203990,2e+05,204900,2e+05,205000,2e+05,212500,210000,219500,219000,207000,2e+05,210000,210000,223000,225000,225000,228500,220000,224000,220000,229950,224900,239975,240000,235000,271750,282500,285000,282500,299450,299000,290000,301000,302000,312450,304950,315000,3e+05,299900,299995,299450,325000,325000,325000,327000,325000,322450,322450,315000,329900,349000,349900,349000,345000,349999.5,349999,349999,350000,359950,392500,389900,382500,380000,395000,399000,395000,398000,399900,399975,412475,399950,414950,414999,419000,414999.5,420000,425000,419900,414900,419450,427000,430000,419250,424999.5,429950,442500,449000,449900,459000
"North Raleigh","Raleigh","NC","Raleigh","Wake",54,129000,127500,124900,124900,124900,123900,123700,124900,124900,124900,124900,124900,124900,121450,121450,119900,119900,121750,119900,117000,114900,114949.5,113750,110000,109900,109450,114900,114450,114900,112950,110000,114950,113000,114700,109900,109900,109900,115000,114200,115000,117000,120000,119950,123000,123000,120000,119900,119900,119900,120000,122500,120000,123750,125000,124900,124950,124900,124250,120250,120000,121750,120000,124480,125497.5,129950,129900,129900,125900,125800,134500,132500,134000,131750,134900,130750,135000,134000,133450,139000,137500,135500,137500,144400,145000,144400,139450,140000,144990,154950,150000,149900,154900,160000,165000,165000,165450,167450,171250,168750,169900,160000,160000,163150,164500,168000
"Southwest","Chula Vista","CA","San Diego-Carlsbad","San Diego",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000,249000,238500,242450,250000,250000,254900,265000,265000,265000,265000,265750,262000,237500,254999,277000,275000,285000,274900,249000,275000,275000,275000,260000,285000,290000,295000,299900,299900,295000,295000,309900,306725,315000,319950,345000,324950,326950,324950,325000,359500,349000,332500,320000,315000,320000,337000,349900,350000,363450,349900,335000,347450,339450
"Canyon Country","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,230000,232450,240000,249850,249895,247000,249000,250000,260500,249100,259000,259995,255000,250000,256947.5,259000,294450,319950,312950,322450,299000,299900,299450,299000,329975,330000,294900,294850,289999,294500,299950,309000,319250,305000,309990,304950,319900,329900,350000,345000,350000,350000,369900,362394,395000,350000,369450,399993,409450,354999.5,372400,387000,370000,382000,395000
"Mira Mesa","San Diego","CA","San Diego-Carlsbad","San Diego",57,189000,199000,199000,197000,204450,199900,198500,196500,189000,190000,199000,194900,193500,179900,189000,179950,184500,185000,189000,183450,184900,185000,185000,185000,174900,175000,182000,184000,175000,179000,179000,182450,183500,180000,181000,195000,199000,202500,2e+05,220000,242500,249999.5,249950,249900,259900,259000,260000,259500,265500,275000,272450,270000,272500,260000,275000,275000,259500,265000,257400,267000,269450,269900,278000,295450,285000,285000,298750,295000,295000,295000,299900,292500,299450,289900,290000,299950,304900,305000,308000,305500,312500,320000,329450,322500,329000,329900,329900,330000,332500,332500,340000,339900,346750,344000,329950,329950,329000,330000,350000,369000,314900,347500,329900,298500,350000
"Forest Hills","New York","NY","New York-Newark-Jersey City","Queens",58,225000,219000,219000,219000,216800,215000,209900,215000,212000,209000,209000,209000,209000,199999,209000,205000,208000,206999,205000,205000,205000,205000,199000,198000,198944,199000,199000,205000,199000,199000,199000,199000,199000,199000,198500,198000,189000,189000,189944,195500,195500,195000,195000,195000,195000,195500,198888,199000,199949.5,207000,199000,199000,199999,205000,205000,209444,209944,208000,195000,199000,215444,210000,210000,218000,210000,219000,216500,219000,218450,216500,219000,227750,229000,228500,229000,239000,239000,242500,240000,249000,240000,250000,252000,250000,250000,250000,250000,258000,259000,259000,268000,268000,268000,268000,268000,269000,269000,268000,269000,275000,275000,269000,269000,262500,260000
"Northwest Raleigh","Raleigh","NC","Raleigh","Wake",59,139900,138700,138950,139900,140000,143000,143000,140000,139900,137500,135950,135000,135000,135000,136500,136876,135000,135000,135000,135000,135000,135000,135000,135000,124950,129900,129700,127900,124450,124950,125000,128699.5,122900,129900,125000,132000,129900,129900,130000,134000,135000,129900,134950,139500,136250,140000,139900,144100,140000,143250,144300,144900,141500,146500,146750,145900,145000,147000,137250,144500,145000,144950,145000,145000,149000,151495,149950,151399,151399,152000,150000,150450,152000,152000,152000,152500,159450,159900,159900,159900,165000,167950,169000,169947.5,169900,167750,169900,170000,169900,169900,172999,172000,173000,175000,179500,177749,179500,176749,179900,181000,175499,176950,181000,182000,184950
"Valencia","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",60,289950,272500,265000,265000,269000,275000,279000,279000,279000,275000,269000,269000,262500,252500,250000,249900,249000,244925,249000,245000,241900,239925,239900,239900,232400,227445,220000,225000,225000,230000,232499.5,240000,234999,239900,233000,240000,245000,252450,249900,269000,290700,3e+05,299900,299900,300700,3e+05,296250,314000,314000,299900,309500,319999,325000,325000,327495,330000,325000,329000,333000,329000,344490,339970,340990,344950,349900,335000,339900,341990,350000,360290,360290,362645,365000,374750,369900,372400,372450,395000,405000,410095,409999,410000,409999.5,419999.5,419000,410000,412750,409378,399000,4e+05,409990,409900,405450,408450,425000,432449.5,434900,442000,449900,439950,450000,459450,459450,454200,454899.5
"Reseda","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",61,250000,240000,235000,245000,249900,249000,265000,265750,268000,260000,259000,250000,257000,249925,259000,249990,259950,254000,250000,250000,249900,254900,249900,249000,236700,237000,240000,230000,235000,239000,240000,239900,229000,249900,225000,240000,245900,259950,250000,254900,299000,299450,299950,299000,299900,299000,299450,299950,299998.5,299000,291500,319199.5,318000,312475,299950,319900,319400,316495,317990,320000,325000,334000,319450,329900,352450,365000,375000,368500,377000,370000,365000,365000,349000,349450,349000,349000,350000,366500,369999,378950,370000,374800,384400,379000,375000,375000,399950,416975,412475,420000,417000,404750,419000,425000,431944,449450,419999.5,422500,429995,446500,449500,449000,452250,450000,442576.5
"West Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook",62,89000,88110,86000,85000,87555,89000,88950,89900,89000,84500,82750,79900,75000,69900,69000,69000,67500,65610,65255,64950,65000,64900,65000,69000,64900,59900,60000,59000,59000,59900,60000,69000,69000,65000,65950,66000,69000,67875,64900,61000,69000,68000,66500,63937.5,69000,69000,68500,68500,76000,78890,79200,79900,79250,79700,80000,89900,92500,94900,89900,94500,96745,94000,94900,94280,94900,97500,98000,94900,90000,90000,90000,95000,97000,99000,95000,99000,99900,1e+05,105000,105000,109900,109900,109900,107000,99900,104835,106900,109400,114900,111000,115000,117724.5,113450,114900,119000,119000,123875,122450,124250,129450,129900,129000,129000,125000,125000
"Hickory Ridge-South Riverdale","Memphis","TN","Memphis","Shelby",63,44949.5,40000,41200,44900,45000,44900,47900,47000,55000,50000,49900,47270,45900,48500,45900,44900,41500,42000,40000,44900,44803.5,44900,43000,44000,42500,40500,42900,44900,44900,42450,42700,45000,45000,46000,47500,47250,44345,45000,44900,42500,43000,44000,44200,45500,45500,49000,46900,47300,46000,45500,44900,49700,49900,49900,50250,53955,50880,51000,50000,50000,46500,46950,47250,48710,46400,49400,50000,51250,51250,49950,48500,48300,49950,49900,49900,50500,50500,54950,56000,60000,59950,60700,62000,62000,60500,60000,60450,59950,57355,64000,65000,58500,60000,61043.5,64450,63193,65000,61508,69000,68195,68000,68500,69185,70000,70000
"South Belt - Ellington","Houston","TX","Houston-The Woodlands-Sugar Land","Harris",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117497.5,124000,124900,124900,129900,126000,119000,123450,129900,129999,130000,134950,135000,134900,112053,107000,120000,106000,107000,115999.5,112000,129945,135000,134500,132000,134500,130000
"Jackson Heights","New York","NY","New York-Newark-Jersey City","Queens",65,229000,227000,209000,209000,219000,215000,215000,215000,219000,208000,199000,215000,205000,210000,207000,199000,199000,189999.5,189000,189000,189000,189000,189000,189000,189880,190384,198000,199000,199000,198000,198000,189000,189000,189000,189000,185000,185000,185000,185000,189000,180888,180888,179999,180443.5,184000,184000,186700,188250,199000,189000,190000,191444,189000,185000,189000,185000,189000,192888,219000,194000,219000,219000,219000,210000,210000,234900,225000,225000,210000,225000,210000,210000,220000,229000,227000,225000,228000,215000,223500,219000,214500,228000,234000,228000,239000,242000,249000,249000,249000,235000,237000,247000,255000,254499.5,259000,295000,282250,264500,280000,287000,289000,297000,299000,299000,299000
"Clear Lake","Houston","TX","Houston-The Woodlands-Sugar Land","Harris",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64900,59000,58950,59900,64500,67500,59900,63700,59900,64500,62500,61750,60500,59900,59950,60000,60000,60500,66000,67900,69900,68990,68990,69270,67000,69550,67500,67750,70950,75997.5,79000,76447.5,77250,74200,75000,73200,72700,77450,79900,72000,72900,78900,89900,98000,89500,85000,89000,94950
"Northeast Raleigh","Raleigh","NC","Raleigh","Wake",67,129900,131900,129900,129900,129900,129900,129900,129500,128000,128450,129800,128000,129000,128900,124900,124900,123950,123950,122500,124300,119995,121995,119900,117900,115000,116500,117750,117900,118950,115007.5,115950,99000,82250,88000,80000,79900,82000,87900,95000,99000,99500,103950,100612.5,104950,110000,112999,114950,114900,115700,115900,119000,119900,119900,124950,122700,120000,122000,120000,120000,119000,124900,122750,124900,127000,133000,134900,139900,142900,139900,139500,139900,138900,139900,138000,139900,139900,147450,145000,144450,140000,145000,145000,145000,137250,130000,145000,147500,150000,152900,154900,155000,153700,150000,150000,167500,165000,162500,159900,157000,159900,159900,160000,160000,161950,161500
"Princess Anne","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99950,99000,104900,99800,110000,110000,129500,129000,127000,132450,130000,125000,136000,136000,129900,129450,129950,129950,146450,149900,139900,129900,142900,147500,149250,146501,150000,159000,155000,140000
"Southeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",69,125000,125000,124900,120000,120000,119900,119900,121500,120000,121900,120000,119000,115000,110000,110000,110000,112500,113950,112500,115000,115000,115000,115000,115000,115000,119000,118900,116000,116000,115000,115000,119395,112500,119900,116200,119500,119900,123200,125000,129000,125000,122000,124000,125000,128000,125000,129900,129900,130000,129900,130000,130500,132500,134125,130500,129950,126000,128000,130000,129900,128450,130000,130000,130000,140000,144950,144950,143000,149000,155000,150000,151250,154000,155000,150000,155000,154950,159900,164950,169900,169000,169900,164450,165000,165000,169000,169000,168000,175000,179900,179900,180000,179947.5,189949.5,188360.5,189500,194700,194500,185000,190000,195000,2e+05,205000,214900,211000
"Brentwood","Islip","NY","New York-Newark-Jersey City","Suffolk",70,229990,229000,229949.5,229900,229000,229000,227500,225000,220000,218950,209995,204500,2e+05,199990,199999,199994.5,205000,2e+05,2e+05,2e+05,205000,199990,199000,199000,199000,199000,199000,195000,199000,199000,199900,195000,190000,189990,194959,196700,199000,199000,199990,2e+05,199990,199990,199990,2e+05,209990,209990,211000,219945,226000,220000,229000,225000,229000,229000,225000,226000,229000,240000,229000,229250,229000,229990,230000,235000,239450,239495,239000,236000,239999,235000,230000,229000,225000,219000,224945,230000,224999,235000,235000,239000,241500,249000,249000,249000,249945,259000,259000,260000,259440,259999,260000,269000,270000,269000,270000,275000,279450,279900,283250,281000,288800,279950,275000,276944,279000
"Midtown","Memphis","TN","Memphis","Shelby",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22750,24000,25000,26900,27200,24900,25000,25000,25000,24000,24000,25000,29500,32250,32000,26636,26000
